,Unnamed: 0,name,message
4154,4154,정금비,이거 다시보기인가요 아니면 생방인가요?
4155,4155,임지수,딜라이트는렐라큰만 벤
4156,4156,ㅁㄴㅇㅁㄴㅇ,애들 체급이 낮으니까 밴픽난이도를 올리는데 역효과인듯
4157,4157,gameDev_Haji,아트만 어찌해바
4158,4158,산곡동용의 발톱,커즈의 비에고
4159,4159,김태희,비비고 ㄷㄷ
4160,4160,김동욱,커즈의 비비고
4161,4161,Shellion,커즈는 비에고가 맞아
4162,4162,마르코,맥틀맞
4163,4163,통카,커에고 ㅋㅋㅋㅋ
4164,4164,박연수,커즈 : 아 괜히 들어왔다
4165,4165,미유,광동 화이팅
4166,4166,Myjmin,비비골
4167,4167,조현준,우리 대황슼 외의 팀들은 해체해야한다고 생각한다 수준미달팀들
4168,4168,아성,비에고를 지금 뽑았어야했나
4169,4169,t t n,와
4170,4170,김영록,커즈 캐리롤 선언
4171,4171,heim sol,훠에고?
4172,4172,OOD G,듣보팀 같으면 그냥 나가면 되는 거지 관심 안줘서 그런거임 ㅋㅋ
4173,4173,쫑이,교도소출소한지 3일됬습니다.. ㅇㅅㅇ하지마세요 찾아갑니다.. 조용히 게임즐기고 싶습니다...
4174,4174,꾸덕꾸덕,도란이 도란일지 야도란일지 과연
4175,4175,gygy,두커불태안 화이팅!
4176,4176,K,커즈가 좀 안쓰럽다 ㅠㅠ
4177,4177,오종태,미지리걸음
4178,4178,Youngminho,ㅇㅅㅇ
4179,4179,가나다라,크산테
4180,4180,아무무,커즈 비에고 ㄹㅇ 개잘함
4181,4181,mochii,ㅇㅅㅇ
4182,4182,쏘옹,젠지클래식
4183,4183,아니아니,ㄴㅈ
4184,4184,용용죽게찌,몆대몇임?
4185,4185,하얀토끼,너무 노딜인데
4186,4186,동구,광동은 진짜벤픽을 너무못한다
4187,4187,메정보,티원 젠지한테졌는데.. 해체해야하나요?
4188,4188,강우직,티원팬인데 원딜만 캐리력잇엇어도 우승최소 3번은더햇다 하... 정글도 그렇고 a급이긴한데 오너 구마가 s급은아니라 바꿔야됨
4189,4189,DAVID JS,한화 돈쓴거 생각하면 고개가 끄덕여지긴하네
4190,4190,이화윤 전정월,10:10
4191,4191,옷자,ㅇㅅㅇ
4192,4192,닛끔,벌써 벤픽 망햇는데 광동?
4193,4193,셴이,뽀삐가자
4194,4194,박상현,ㅇㅅㅇ
4195,4195,권이,한화 도피딜 데리고 월즈 갈수나 있나보자 ㅋㅋ 쵸비니까 데려가준거지 어휴
4196,4196,kulge,ㅇㄷㄹ
4197,4197,김선호,영재출전언제하나
4198,4198,수현수현,차피 커즈는 광동아니면 이번시즌 휴식었음 갈팀없어서
4199,4199,강신익,애들 가렌 말자하 아무무 이런 쉬운 거 시키지
4200,4200,김수한무,ㅇㅅㅇ이 ㅁ뭐임?
4201,4201,랙돌은랙돌랙돌,오징어짬쫑 먹을까 신라면 머긍ㄹ까
4202,4202,쭈녕2,ㅋㅓ즈 내가 캐리할게 선언
4203,4203,Coc 박살,씨맥 거품 심한듯 그냥 전 팀들은 선수들이 잘한거지
4204,4204,고등 모의고사 해설 청어람 수학원 김정민T,아니 또르키?
4205,4205,ᄋᄋᄋ,커에고ㄷㄷㄷㄷㄷㄷㄷ도샨테ㄷㄷㄷㄷㄷㄷㄷ
4206,4206,강예은,아트록스는 이렇게 하는 거다 보여주려고??
4207,4207,Dbdvvwb,럼블이 낫지 않나 코르키 솔ap도 나쁜건 아닌데
4208,4208,힝,씨맥이 미드서도 똥독보단 잘할거같은데
4209,4209,토리,티원 바텀이 개빻았긴해
4210,4210,yb,라칸벤을해라
4211,4211,Node,대 담 담
